Username,Review Date,Review,Country,Date,Cleaned_Review
Rich and Jen,Reviewed in the United States on 3 January 2024,"I guess everyone is right, these things are hot and then some.  I went with a off brand AIO, and for the most part I'm good.  It does get spicy when I'm rendering or doing some crazy multi tasking.Gaming seems fine, no issues.  I play all kinds of games, FPS, MMO's, survival, etc.  (Paired with a Gigabyte Gaming 4090 OC, Tforce 64 gigs 6000 M/T DDR5, samsung 990 pro NVME 2 tb x2, no OCing done by me.)I replaced a 5950x, which was having issues for some reason, just felt like it was getting slower and slower, thermal paste and heat were fine on it, never got over 60c with the beefier AIO I had on it.  Just took longer and longer to render things.  I guess I wore it out!I just think you'll want a good AIO, and/or a solid water cooling solution for this to really get the best out of it.  I'm not sure a air cooled option will do you any good, but hey I've been wrong many times, so there might be something that can handle the job.All in all, not bad, but it's not going to give you much performance boost over last gen, matter of fact I found out later 13700k beats it in a lot of tests, blargh!  Either way, its fast, and it runs everything great, so I'm happy till the next go around.",the United States,3 January 2024,guess everyone right thing hot go brand aio part good get spicy render crazy multi task game seem fine issue play kind game fps mmos survival etc pair gigabyte game oc tforce gig ddr samsung pro nvme tb x ocing do replace x issue reason felt like get slow slow thermal paste heat fine never get c beefier aio take longer longer render thing guess wore think want good aio solid water cool solution really get best sure air cool option good hey wrong many time might something handle job bad go give much performance boost last gen matter fact found later k beat lot test blargh either way fast run everything great happy till next go around
Simon R,Reviewed in Germany on 13 January 2024,"Nachdem ich vor einer Weile auf einen 2k 144hz Bildschirm geupgraded hab, hat mein 9600k das Bocken angefangen und konnte in letzter Zeit nicht mehr die gewünschte Leistung bringen.Hab jetzt seit ein paar Tagen dieses gute Stück hier und was soll man sagen… ein Rennpferd bester Güte. High End Gaming bewältigt der 14700k Mühelos. (ein Beispiel: Forza Motorsport unter 25% auslastung laut taskmanager und laut intel monitoring unter 5% auslastung... verwirrend) Man könnte  auch 2 oder 3+ Titel gleichzeitig laufen lassen wenn die Grafikkarte das mitmacht.Mit meiner aio kühlung kann er im Stresstest schon auf 90 grad hochgehen, die ist aber schon bisschen älter, mit einer neuen lässt sich da sicher noch was machen.In Spielen ca. 60-70grad.die performance ist jedenfalls hervorragenddas geld hat sich jedenfalls gelohnt, allerdings ist jetzt meine 3070 wieder das bottleneck 😂👍",Germany,13 January 2024,k hz screen upgraded ago k start chill recently able bring desire performance day good piece say race horse bestquality high end game deal k effortlessly example forza motorsport utilization accord task manager accord intel monitoring utilization confuse title could also run time graphic card take part aio cool stress testalready go degree bit old new one still something play degree performance case excellent money thatbottleneck
Yogesh Sharma,Reviewed in India on 23 July 2023,Ultimate Performance,India,23 July 2023,ultimate performance
Ernesto,Reviewed in Spain on 21 December 2023,Muito bom recomendo e entrega rapida.,Spain,21 December 2023,good recommend deliver quickly
Sandrine,Reviewed in France on 21 August 2022,"Processeur utilisé pour du montage vidéo, retouches photos et un peu de jeu, processeur à l'aise et chauffe beaucoup moins que le modèle K.",France,21 August 2022,processor use video edit photo retouch little game comfortable processor heat much less model k
ちけ,Reviewed in Japan on 26 February 2023,ARMORED CORE VIの発表を機に10年ぶりにPCを組みたくなったので購入しましたが、発熱が高いのでDeepcool AK620のcpuクーラーと合わせて使いつつ、反り防止フレームも取り付けてゲーミングPCとして使っています。Star Citizenというゲームにだけは性能が若干足りないので、後々13世代以降のCPUに買い替えるかもしれません・・・が一般的な有名ゲームで遊ぶ分には快適に遊べています。i7-12700Kと悩みましたが性能と消費電力のバランスを考え無印にしました。（家の事情で冬は電力消費が大きいとブレーカーが落ちる可能性があるので・・・）他の方も書いていますがCPUクーラーと反り防止フレームは別途購入した方がいいですね。発熱と反りの対策が出来れば一般的なゲーム使用には満足できる製品ですので☆５にしました。,Japan,26 February 2023,bought pc first time year announcement armored core vi purchase since fever high use conjunction deepcool ak cpu cooler attach warp frame use game pc masu performance star citizen enough game may replace th generation cpu later worried k thought balance performance power consumption power consumption large winter due circumstance house breaker may fall others also write well purchase cpu cooler anti preventive frame separately take measure fever warpage product satisfactory general game use decide
JohnC,Reviewed in the United Kingdom on 2 August 2023,"Upgraded PC with mother board and graphics card, new board did not facilitate my older processor. Bought this as I considered it fast enough for my needs and at a reasonable price. All works great.",the United Kingdom,2 August 2023,upgraded pc mother board graphic card new board facilitate old processor bought consider fast enough need reasonable price work great
Alexandr,Reviewed in Germany on 23 April 2024,Funktioniert super,Germany,23 April 2024,work perfectly
Gualty,Reviewed in Italy on 21 March 2024,Cpu di elevatissime prestazioni con scheda grafica incorporata molto potente,Italy,21 March 2024,cpu high performance powerful incorporate graphic card
John W.,Reviewed in the United Kingdom on 1 May 2022,"Paired this with 32gb corsair dominator DDR5 @5800mhz , asus prime A , and a 3070ti on windows 11 and I'm having a really smooth experience. Games run flawlessly and much smoother than my 10900k, went into Bios and unlocked the 65w limit and away you go. The cpu stays cool (under lian li galahad 240). Really can't fault it in anyway.",the United Kingdom,1 May 2022,pair gb corsair dominator ddr mhz asus prime ti window really smooth experience game run flawlessly much smoother k go bios unlocked w limit away go cpu stay cool lian li galahad really fault anyway
Samer Shekhmous,Reviewed in Germany on 11 January 2024,Gut,Germany,11 January 2024,gut
Manu,Reviewed in France on 7 April 2022,"Super processeur, très puissant, ne chauffe pas même avec le ventilo Intel fourni. Commandé le dimanche reçu le mardi.... Que du bonheur il se balade dans tous les jeux.",France,7 April 2022,super processor powerful heat even intel ventil provide order sunday receive tuesday happiness wanders game
